"Timestamp","ComputerName","UserName","DC_Assigned","DC_IP","Ping_ResponseMS","LDAP_DC_Used","LDAP_ResponseMS","LDAP_Status","SecureChannel_Status","Error_Message"
"2025-11-11 16:44:20","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","41.97","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:45:00","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","43.07","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:45:11","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","16.89","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:45:21","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","23.37","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:46:39","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","49.16","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:46:49","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","45.12","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:47:04","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","10","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:47:24","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","12.97","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:47:32","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","30.19","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:47:41","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","10.06","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
"2025-11-11 16:47:53","D11-APP-BPE10","GCS\nob","d11-ads-prm01.gcs.cloud","10.10.1.4","Unreachable","\\D11-ADS-PRM01","26.18","Success","Healthy","Ping Error: Testing connection to computer '10.10.1.4' failed: Error due to lack of resources |"
